Study_ID,Site_ID,Exp_ID,Study_Code,Study_title,Country,Site,Vector,Vector_subtype,Lat,Long,Method_screen,n_total,n_human,n_mammPet,n_mammFarmed,n_mammWild,n_birdDomest,n_birdWild,n_others,n_birdZoo,n_mammZoo,n_unidentified,...1.y,bio1_b10,bio12_b10,bio14_b10,bio15_b10,bio1_b20,bio12_b20,bio14_b20,bio15_b20,elevation,cropland_b10,water_b10,urban_b10,grassland_b10,treecover_b10,shrubland_b10,cropland_b20,water_b20,urban_b20,grassland_b20,treecover_b20,shrubland_b20,realm,NDVI.mean,NDVI.SD,glw3_buffalo_b10,glw3_cattle_b10,glw3_chicken_b10,glw3_duck_b10,glw3_horse_b10,glw3_goat_b10,glw3_pig_b10,glw3_sheep_b10,glw3_buffalo_b20,glw3_cattle_b20,glw3_chicken_b20,glw3_duck_b20,glw3_horse_b20,glw3_goat_b20,glw3_pig_b20,glw3_sheep_b20,gpw4_human_b10,gpw4_human_b20,glw3_sheep.goat_b10,glw3_cattle2_b10,glw3_ruminant_b10,glw3_poultry_b10,glw3_livestock_b10,glw3_sheep.goat_b20,glw3_cattle2_b20,glw3_ruminant_b20,glw3_poultry_b20,glw3_livestock_b20,landcov_PC1,landcov_PC2,farmed_PC1,farmed_PC2
P_68,S_121,E_29,martinez-de_2015_avian_malaria_parasites,Avian malaria parasites in the last supper: identifying encounters between parasites and the invasive Asian mosquito tiger and native mosquito species in Italy_identifying_encounters_between_parasites_and_the_invasive_Asian_mosquito_tiger_and_native_mosquito_species_in_Italy,Italy,Trento,Cx. pipiens complex,Cx_pipiens_sl,45.795,11.695,DNA,217,14,14,9,2,26,147,5,0,0,0,23,12.4,954,61,16,12.4,954,61,16,693,0.197281801,0,0.132299851,0.011467403,0.459120832,0,0.049296896,0,0.033059167,0.052056248,0.311700716,0,Palearctic,5865,2176,6.64e-05,1303.761037,515.3856195,252.5429624,126.6029729,7.378145398,59.0196883,31.60933451,6.64e-05,1303.761037,515.3856195,252.5429624,126.6029729,7.378145398,59.0196883,31.60933451,7.688538074,7.688538074,38.98747991,1303.761103,1342.748583,767.9285819,1528.371245,38.98747991,1303.761103,1342.748583,767.9285819,1528.371245,-0.450846948,0.446283298,0.058874783,-0.228014349
P_49,S_91,E_220,kamau_2023_patterns_of_aedes,"Patterns_of_Aedes_aegypti_abundance,_survival,_Human-blood_feeding_and_relationship_with_dengue_risk,_Kenya",Kenya,Rabai,Ae. aegypti,NA,-3.965,39.549,DNA,44,24,10,1,5,0,0,4,0,0,0,24,25.5,1123,20,60,25.5,1123,20,60,94,0.490503467,0.015073862,0.032559542,0,0.118480555,0.00542659,0.122736874,0.003771877,0.008147254,0.000150875,0.089393482,0.006261316,Afrotropical,4726,2015,0,2267.21505,20651.24568,913.3230875,0,5798.169355,4.767040367,1511.159129,0,2267.21505,20651.24568,913.3230875,0,5798.169355,4.767040367,1511.159129,574.1086426,574.1086426,7309.328484,2267.21505,9576.543534,21564.56877,9581.310574,7309.328484,2267.21505,9576.543534,21564.56877,9581.310574,-0.394166534,0.251713791,0.363111126,0.735696819
P_73,S_128,E_41,mccann_2014_reemergence_of_anopheles,Reemergence of Anopheles funestus as a Vector of Plasmodium falciparum in Western Kenya after Long-Term Implementation of Insecticide-Treated Bed Nets,Kenya,"Asembo_region,_Rarieda_District",An. gambiae,NA,-0.183,34.386,DNA,55,52,0,3,0,0,0,0,0,0,0,25,22.7,1121,41,45,22.7,1121,41,45,1145,0.371930888,0.327371931,0.000303122,0,0.220369809,0.077902395,0.092687717,0.081583321,7.55e-05,0,0.224203052,0.049403233,Afrotropical,4245,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.025238,459.025238,0,0,0,0,0,0,0,0,0,0,0.082472462,0.63480418,0.041863822,-0.21558238
P_17,S_42,E_157,de_2014_blood_meal_sources,"Blood meal sources of mosquitoes captured in municipal parks in São Paulo, Brazil",Brazil,São Paulo,Cx. pipiens complex,Cx_quinquefasciatus,-23.587,-46.703,DNA,85,60,18,0,3,0,0,4,0,0,0,26,18.4,1432,39,56,18.4,1432,39,56,746,0.000555556,0.001388889,0.973333333,0,0.006666667,0.014166667,0.000138821,0.000347054,0.243215104,0,0.112375928,0.057472062,Neotropical,2776,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.086792,1449.086792,0,0,0,0,0,0,0,0,0,0,0.036949849,-1.057419315,0.041863822,-0.21558238
P_46,S_86,E_214,janssen_2015_mammalophilic_feeding_behaviour,"Mammalophilic feeding behaviour of Culex quinquefasciatus mosquitoes collected in the cities of Chetumal and Cancun, Yucatán Peninsula, Mexico",Mexico,Cancun,Cx. pipiens complex,Cx_quinquefasciatus,21.168,-86.853,DNA,725,458,191,20,0,46,10,0,0,0,6,27,25.4,1054,29,52,25.4,1054,29,52,8,0.109291161,0.218017509,0.194577803,0.034171138,0.332674386,0,0.0273363,0.054531327,0.048668503,0.01306774,0.412658049,0,Panamanian,3916,4241,0,22.03903928,5092.516139,47.62756797,0.980701714,109.7838077,111.7714969,231.7234566,0,22.03903928,5092.516139,47.62756797,0.980701714,109.7838077,111.7714969,231.7234566,11146.72852,11146.72852,341.5072643,22.03903928,363.5463036,5140.143707,476.2985022,341.5072643,22.03903928,363.5463036,5140.143707,476.2985022,0.259191544,0.491443751,0.040749969,-0.183256977
P_46,S_87,E_215,janssen_2015_mammalophilic_feeding_behaviour,"Mammalophilic feeding behaviour of Culex quinquefasciatus mosquitoes collected in the cities of Chetumal and Cancun, Yucatán Peninsula, Mexico",Mexico,Chetmula,Cx. pipiens complex,Cx_quinquefasciatus,18.506,-88.304,DNA,179,138,36,0,0,3,0,2,0,0,0,28,25.9,1183,27,55,25.9,1183,27,55,10,0.055124892,0.379844961,0.077806489,0.006890612,0.43095033,0.001148435,0.013776279,0.094927172,0.019444644,0.001937289,0.412427352,0.000574012,Panamanian,2976,4943,0,988.7343715,17599.61331,5.147721033,184.6230872,131.1352822,993.8155214,434.4480199,0,988.7343715,17599.61331,5.147721033,184.6230872,131.1352822,993.8155214,434.4480199,2914.210449,2914.210449,565.5833021,988.7343715,1554.317674,17604.76103,2732.756282,565.5833021,988.7343715,1554.317674,17604.76103,2732.756282,0.563930495,0.827315195,0.017926297,-0.217705347
P_83,S_151,E_76,omondi_2015_unraveling_host-vector-arbovirus_interactions,Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface,Kenya,Mbita,Cx. pipiens complex,Cx_pipiens_sl,-0.437,34.206,DNA,15,5,2,6,0,0,2,0,0,0,0,29,22.5,1052,41,47,22.5,1052,41,47,1152,0.000604961,0.549909256,0.013309135,0.00030248,0.042044767,0.021476104,0.000151183,0.137425353,0.003326026,7.56e-05,0.074608814,0.010280444,Afrotropical,1727,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.411499,581.411499,0,0,0,0,0,0,0,0,0,0,0.794611382,0.343610723,0.041863822,-0.21558238
P_83,S_150,E_74,omondi_2015_unraveling_host-vector-arbovirus_interactions,Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface,Kenya,Luanda_Nyamasare,Cx. pipiens complex,Cx_pipiens_sl,0.048,34.626,DNA,14,4,0,7,0,2,1,0,0,0,0,30,21,1808,63,37,21,1808,63,37,1517,0.960096735,0,0.000302297,0,0.038391778,0.00120919,0.240042325,0,7.56e-05,0,0.024412365,0.00045348,Afrotropical,6575,591,0,25281.92604,76367.02064,589.0555327,0,5518.29149,425.915545,2365.217902,0,25281.92604,76367.02064,589.0555327,0,5518.29149,425.915545,2365.217902,1297.07312,1297.07312,7883.509392,25281.92604,33165.43543,76956.07617,33591.35098,7883.509392,25281.92604,33165.43543,76956.07617,33591.35098,-0.948506691,0.283302601,0.64170016,1.806150322
P_83,S_152,E_79,omondi_2015_unraveling_host-vector-arbovirus_interactions,Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface,Kenya,Mfangano,Cx. pipiens complex,Cx_pipiens_sl,-0.435,34.215,DNA,12,4,0,4,1,2,0,1,0,0,1,31,22.5,1052,41,47,22.5,1052,41,47,1152,0.003020236,0.547266687,0.011174872,0.000302024,0.041377227,0.020839625,0.000756029,0.136992515,0.002797309,7.56e-05,0.079307477,0.011038028,Afrotropical,1736,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.411499,581.411499,0,0,0,0,0,0,0,0,0,0,0.79458486,0.348433429,0.041863822,-0.21558238
P_10,S_30,E_141,brugman_2017_blood-feeding_patterns_of,Blood-feeding patterns of native mosquitoes and insights into their potential role as pathogen vectors in the Thames estuary region of the United Kingdom,United Kingdom,"Elmley National Nature Reserve, Isle of Sheppey",Cx. pipiens complex,Cx_pipiens_f_pipiens,51.377,0.784,DNA,180,0,0,0,0,1,179,0,0,0,0,32,10.2,600,36,16,10.2,600,36,16,3,0.041468518,0.228647518,0.105193076,0.061251664,0.016168918,0,0.010374036,0.057199962,0.026315789,0.087751023,0.045493481,0,Palearctic,3342,3911,0.21911348,253.5950387,42624.25523,691.3909887,108.3933762,48.13647197,230.305288,2033.433071,0.21911348,253.5950387,42624.25523,691.3909887,108.3933762,48.13647197,230.305288,2033.433071,7.054460049,7.054460049,2081.569543,253.8141522,2335.383695,43315.64622,2674.082359,2081.569543,253.8141522,2335.383695,43315.64622,2674.082359,0.372434068,0.115237923,0.007093736,-0.114744788
P_13,S_33,E_144,cardo_2023_blood_feeding_patterns,Blood feeding patterns of the Culex pipiens complex in equestrian land uses and their implications for arboviral encephalitis risk in temperate Argentina,Argentina,NA,Cx. pipiens complex,Cx_pipiens_f_molestus,-34.609,-59.006,DNA,73,0,16,10,0,6,41,0,0,0,0,33,16.4,1041,56,23,16.4,1041,56,23,33,0.403802852,0.000500375,0.061796347,0.048286215,0.255441581,0.016762572,0.100830886,0.000124945,0.015430749,0.040794652,0.281814206,0.017242456,Neotropical,6014,1350,12.85805349,2487.210839,226243.9252,901.1624543,56.53231062,24.28213789,688.6706806,16.28098928,12.85805349,2487.210839,226243.9252,901.1624543,56.53231062,24.28213789,688.6706806,16.28098928,243.9811859,243.9811859,40.56312717,2500.068892,2540.63202,227145.0877,3285.835011,40.56312717,2500.068892,2540.63202,227145.0877,3285.835011,-0.63812193,0.249129563,-0.325201381,0.013941262
P_16,S_40,E_154,chiuya_2021_a_survey_of,A survey of mosquito-borne and insect-specific viruses in hospitals and livestock markets in western Kenya,Kenya,Matungu sub-County Hospital,Cx. pipiens complex,Cx_pipiens_f_molestus,0.377,34.487,DNA,11,10,0,0,0,1,0,0,0,0,1,34,21.8,1717,50,40,21.8,1717,50,40,1318,0.936781609,0,0.003024803,0,0.003932244,0.000907441,0.234089191,0,0.000755858,0,0.005291005,0.000226757,Afrotropical,6400,648,0,9090.358659,44336.86281,1007.69203,0,1361.586999,419.7932279,1633.747834,0,9090.358659,44336.86281,1007.69203,0,1361.586999,419.7932279,1633.747834,656.2650757,656.2650757,2995.334833,9090.358659,12085.69349,45344.55484,12505.48672,2995.334833,9090.358659,12085.69349,45344.55484,12505.48672,-0.904307851,0.234293303,0.197178489,0.492299073
P_67,S_120,E_27,martinez-de_2013_host-feeding_pattern_of,Effect of blood meal digestion and DNA extraction protocol on the success of blood meal source determination in the malaria vector Anopheles atroparvus,Spain,Cañada de los Pájaros,Cx. pipiens complex,Cx_pipiens_sl,37.21,-6.139,DNA,24,0,7,0,0,8,9,0,0,0,0,35,18.3,569,1,64,18.3,569,1,64,14,0.63766014,0.02513899,0.007009911,0.000725163,0.055595842,0.000483442,0.159636914,0.006293495,0.001754917,0.001270802,0.031406959,0.000121029,Palearctic,3768,2408,0,411.1850041,0,17.48358936,34.15039842,216.4384761,1344.052779,0,0,411.1850041,0,17.48358936,34.15039842,216.4384761,1344.052779,0,35.69735718,35.69735718,216.4384761,411.1850041,627.6234802,17.48358936,2005.826658,216.4384761,411.1850041,627.6234802,17.48358936,2005.826658,-0.291772497,0.292956657,0.022540561,-0.175133297
P_77,S_132,E_46,munoz_2011_host-feeding_patterns_of,"Host-Feeding Patterns of Native Culex pipiens and Invasive Aedes albopictus Mosquitoes (Diptera: Culicidae) in Urban Zones From Barcelona, Spain",Spain,Barcelona,Ae. albopictus,NA,41.319,2.081,DNA,30,30,0,0,0,0,0,0,0,0,0,36,16.6,619,24,34,16.6,619,24,34,6,0.073777981,0.32160804,0.402923709,0.004339881,0.043398812,0.002969392,0.018437125,0.080369884,0.100690679,0.001883669,0.050973229,0.018950853,Palearctic,1135,3416,1.238790589,1.426500216,2407.343769,32.07929624,121.0554713,115.577506,421.3206665,3173.093168,1.238790589,1.426500216,2407.343769,32.07929624,121.0554713,115.577506,421.3206665,3173.093168,2024.482178,2024.482178,3288.670674,2.665290805,3291.335965,2439.423065,3833.712103,3288.670674,2.665290805,3291.335965,2439.423065,3833.712103,0.632062785,-0.133141876,0.102011576,-0.086404424
P_77,S_132,E_47,munoz_2011_host-feeding_patterns_of,"Host-Feeding Patterns of Native Culex pipiens and Invasive Aedes albopictus Mosquitoes (Diptera: Culicidae) in Urban Zones From Barcelona, Spain",Spain,Barcelona,Cx. pipiens complex,Cx_pipiens_sl,41.319,2.081,DNA,41,15,15,0,0,1,10,0,0,0,0,36,16.6,619,24,34,16.6,619,24,34,6,0.073777981,0.32160804,0.402923709,0.004339881,0.043398812,0.002969392,0.018437125,0.080369884,0.100690679,0.001883669,0.050973229,0.018950853,Palearctic,1135,3416,1.238790589,1.426500216,2407.343769,32.07929624,121.0554713,115.577506,421.3206665,3173.093168,1.238790589,1.426500216,2407.343769,32.07929624,121.0554713,115.577506,421.3206665,3173.093168,2024.482178,2024.482178,3288.670674,2.665290805,3291.335965,2439.423065,3833.712103,3288.670674,2.665290805,3291.335965,2439.423065,3833.712103,0.632062785,-0.133141876,0.102011576,-0.086404424
P_8,S_174,E_106,bogale_2020_relative_contributions_of,Relative contributions of various endogenous and exogenous factors to the mosquito microbiota,Guinea,Kissidougou,An. gambiae,NA,9.195,-10.101,DNA,20,19,0,1,0,0,0,0,0,0,0,37,25,2051,9,72,25,2051,9,72,526,0.088410992,0,0.054659498,0,0.830346476,0.026284349,0.022087904,0,0.013655697,0,0.902469965,0.009700769,Afrotropical,5901,1609,0,717.2912102,23508.7785,323.1287579,1.617629639,3240.281459,187.4221681,1677.876022,0,717.2912102,23508.7785,323.1287579,1.617629639,3240.281459,187.4221681,1677.876022,474.1628418,474.1628418,4918.157481,717.2912102,5635.448691,23831.90726,5824.488489,4918.157481,717.2912102,5635.448691,23831.90726,5824.488489,-0.607827542,0.804396522,0.208038273,0.346781687
P_8,S_173,E_105,bogale_2020_relative_contributions_of,Relative contributions of various endogenous and exogenous factors to the mosquito microbiota,Guinea,Kankan,An. gambiae,NA,10.378,-9.303,DNA,44,33,0,11,0,0,0,0,0,0,0,38,25.9,1532,1,94,25.9,1532,1,94,385,0.113886411,0.003568243,0.047279215,0,0.488551888,0.346119536,0.02846737,0.000891928,0.011818047,0,0.701798722,0.245280214,Afrotropical,4948,1536,0,3175.174361,36755.16298,174.5492899,0.512507271,3257.916757,208.6232786,1963.882505,0,3175.174361,36755.16298,174.5492899,0.512507271,3257.916757,208.6232786,1963.882505,25.01863861,25.01863861,5221.799262,3175.174361,8396.973623,36929.71227,8606.109409,5221.799262,3175.174361,8396.973623,36929.71227,8606.109409,-0.582639382,0.380270093,0.234394061,0.482814489
P_8,S_171,E_103,bogale_2020_relative_contributions_of,Relative contributions of various endogenous and exogenous factors to the mosquito microbiota,Guinea,Dabola,An. gambiae,NA,10.726,-11.108,DNA,21,20,0,1,0,0,0,0,0,0,0,39,25.4,1436,1,96,25.4,1436,1,96,429,0.251931075,0,0,0,0.676470588,0.071598336,0.063001486,0,0,0,0.782392273,0.044056464,Afrotropical,5525,1714,0,1304.239384,15617.45602,238.4633082,1.498549817,2616.668152,96.91711569,1108.945386,0,1304.239384,15617.45602,238.4633082,1.498549817,2616.668152,96.91711569,1108.945386,152.8003845,152.8003845,3725.613538,1304.239384,5029.852922,15855.91933,5128.268588,3725.613538,1304.239384,5029.852922,15855.91933,5128.268588,-0.613003643,0.75319437,0.189871853,0.253795217
P_8,S_175,E_107,bogale_2020_relative_contributions_of,Relative contributions of various endogenous and exogenous factors to the mosquito microbiota,Guinea,Mamou,An. gambiae,NA,10.356,-12.078,DNA,16,15,0,1,0,0,0,0,0,0,0,40,23.8,1862,3,91,23.8,1862,3,91,738,0.050832342,0,0.018727705,0,0.871878716,0.058263971,0.012711864,0,0.004683318,0,0.886931311,0.042521558,Afrotropical,6270,1456,0,1062.106209,15014.3063,30.7078141,2.03229657,1561.189916,66.29828095,1278.710987,0,1062.106209,15014.3063,30.7078141,2.03229657,1561.189916,66.29828095,1278.710987,442.3493347,442.3493347,2839.900903,1062.106209,3902.007112,15045.01411,3970.33769,2839.900903,1062.106209,3902.007112,15045.01411,3970.33769,-0.677520888,0.852948001,0.140029726,0.114624305
P_8,S_169,E_100,bogale_2020_relative_contributions_of,Relative contributions of various endogenous and exogenous factors to the mosquito microbiota,Mali,Bandiagara,An. gambiae,NA,14.351,-3.608,DNA,29,29,0,0,0,0,0,0,0,0,0,41,26.6,511,0,133,26.6,511,0,133,392,0.174486804,0,0,0.77888563,0.000293255,0.002932551,0.043602521,0,0,0.639308222,0.001245786,0.006082368,Afrotropical,2379,922,0,2610.271805,11752.8491,26.91294973,44.8813218,5649.712544,13.15111721,2842.546562,0,2610.271805,11752.8491,26.91294973,44.8813218,5649.712544,13.15111721,2842.546562,333.1971436,333.1971436,8492.259106,2610.271805,11102.53091,11779.76205,11160.56335,8492.259106,2610.271805,11102.53091,11779.76205,11160.56335,-0.511536407,-0.857916581,0.416443456,0.771566816
P_23,S_49,E_167,estrada-franco_2020_vertebrate-aedes_aegypti_and,Vertebrate-Aedes aegypti and Culex quinquefasciatus (Diptera)-arbovirus transmission networks: Non-human feeding revealed by meta-barcoding and next-generation sequencing,Mexico,Reynosa,Cx. pipiens complex,Cx_quinquefasciatus,26.087,-98.284,DNA,455,16,312,7,16,39,64,1,0,0,87,42,23.3,535,12,52,23.3,535,12,52,35,0.102501359,0.013050571,0.361065797,0.009787928,0.000543774,0.076943991,0.025646259,0.003265306,0.090340136,0.017823129,0.001632653,0.141428571,Nearctic,3703,1619,0,489.6339103,789.6782701,0.893709288,81.72992491,125.4898935,1637.427857,233.4414051,0,489.6339103,789.6782701,0.893709288,81.72992491,125.4898935,1637.427857,233.4414051,4538.057617,4538.057617,358.9312986,489.6339103,848.5652089,790.5719794,2567.722991,358.9312986,489.6339103,848.5652089,790.5719794,2567.722991,-0.142850696,-0.427103291,0.015251402,-0.194726535
P_23,S_49,E_166,estrada-franco_2020_vertebrate-aedes_aegypti_and,Vertebrate-Aedes aegypti and Culex quinquefasciatus (Diptera)-arbovirus transmission networks: Non-human feeding revealed by meta-barcoding and next-generation sequencing,Mexico,Reynosa,Ae. aegypti,NA,26.087,-98.284,DNA,183,57,120,3,0,1,1,1,0,0,25,42,23.3,535,12,52,23.3,535,12,52,35,0.102501359,0.013050571,0.361065797,0.009787928,0.000543774,0.076943991,0.025646259,0.003265306,0.090340136,0.017823129,0.001632653,0.141428571,Nearctic,3703,1619,0,489.6339103,789.6782701,0.893709288,81.72992491,125.4898935,1637.427857,233.4414051,0,489.6339103,789.6782701,0.893709288,81.72992491,125.4898935,1637.427857,233.4414051,4538.057617,4538.057617,358.9312986,489.6339103,848.5652089,790.5719794,2567.722991,358.9312986,489.6339103,848.5652089,790.5719794,2567.722991,-0.142850696,-0.427103291,0.015251402,-0.194726535
P_7,S_138,E_54,barrera_2012_vertebrate_hosts_of,Vertebrate Hosts of <i>Aedes aegypti</i> and <i>Aedes mediovittatus</i> (Diptera: Culicidae) in Rural Puerto Rico,Puerto Rico,Recio,Ae. aegypti,NA,17.973,-65.959,DNA,365,303,60,2,0,0,0,0,0,0,0,43,25.4,1572,48,44,25.4,1572,48,44,59,0.050979263,0.535714286,0.030529954,0.004032258,0.368375576,0,0.012738395,0.133861101,0.007628643,0.00518172,0.356315221,0,Panamanian,2004,5407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1254.433838,1254.433838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.860040244,0.899253704,1.00949243611609e-17,1.89175066220564e-18
P_7,S_137,E_53,barrera_2012_vertebrate_hosts_of,Vertebrate Hosts of <i>Aedes aegypti</i> and <i>Aedes mediovittatus</i> (Diptera: Culicidae) in Rural Puerto Rico,Puerto Rico,Providencia,Ae. aegypti,NA,17.996,-66.009,DNA,130,104,25,0,0,1,0,0,0,0,0,44,26.3,1324,32,49,26.3,1324,32,49,18,0.059568345,0.327194245,0.047769784,0.007482014,0.549352518,0,0.01489959,0.081839775,0.011948463,0.012380335,0.463326855,0,Panamanian,3717,5225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.3565216,240.3565216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449329575,1.016746112,1.00949243611609e-17,1.89175066220564e-18
P_15,S_35,E_146,chepkorir_2018_the_occurrence_diversity,"The occurrence, diversity and blood feeding patterns of potential vectors of dengue and yellow fever in Kacheliba, West Pokot County, Kenya",Kenya,Kacheliba,Ae. aegypti,NA,1.726,34.951,DNA,68,3,0,9,55,0,0,1,0,0,0,45,21.8,881,19,50,21.8,881,19,50,1237,0.015101178,0,0,0.004530353,0.002718212,0.958320749,0.003778718,0,0,0.006726119,0.03808948,0.904700726,Afrotropical,5047,1015,0,22414.67537,5501.736364,37.05868463,18.65126028,17017.8049,6305.269244,23.22699107,0,22414.67537,5501.736364,37.05868463,18.65126028,17017.8049,6305.269244,23.22699107,44.15430832,44.15430832,17041.03189,22414.67537,39455.70726,5538.795049,45779.62777,17041.03189,22414.67537,39455.70726,5538.795049,45779.62777,-0.763314251,-0.279759669,1.096946487,3.035184112
P_26,S_53,E_174,fikrig_2022_the_effects_of,The Effects of Host Availability and Fitness on Aedes albopictus Blood Feeding Patterns in New York,USA,long island,Ae. albopictus,NA,40.852,-73.099,DNA,90,29,27,18,16,0,0,0,0,0,0,46,10.9,1159,85,8,10.9,1159,85,8,39,0.000459982,0.022079117,0.800367985,0.004139834,0.074057038,0.006669733,0.000114995,0.005519779,0.200091996,0.006382245,0.051920423,0.003449862,Nearctic,4730,2951,52.4325526,0.000296692,3259.377067,7836.498132,288.0211727,8.406482804,53.36635922,0.347008768,52.4325526,0.000296692,3259.377067,7836.498132,288.0211727,8.406482804,53.36635922,0.347008768,1884.928955,1884.928955,8.753491572,52.43284929,61.18634086,11095.8752,402.5738728,8.753491572,52.43284929,61.18634086,11095.8752,402.5738728,0.067196368,-0.550097299,-0.063504093,-0.369758284
P_27,S_54,E_175,fitzpatrick_2019_pcr-based_bloodmeal_analysis,"PCR-Based Bloodmeal Analysis of Aedes aegypti and Culex quinquefasciatus (Diptera: Culicidae) in St. George Parish, Grenada",Grenada,St Geroge Parish,Ae. aegypti,NA,12.023,-61.746,DNA,32,22,3,0,6,0,1,0,0,0,0,47,26,1991,62,41,26,1991,62,41,58,0.00591541,0.661342798,0.023365868,0.02425318,0.273883466,0,0.001478962,0.165347926,0.005841899,0.009982992,0.178658582,0,Neotropical,-181,4522,0,3278.997135,91520.81562,323.4607433,7.577525158,2984.142381,1068.698332,5372.948219,0,3278.997135,91520.81562,323.4607433,7.577525158,2984.142381,1068.698332,5372.948219,495.8925476,495.8925476,8357.0906,3278.997135,11636.08774,91844.27636,12712.36359,8357.0906,3278.997135,11636.08774,91844.27636,12712.36359,1.084703795,0.644993566,0.179868028,0.685824683
P_27,S_54,E_176,fitzpatrick_2019_pcr-based_bloodmeal_analysis,"PCR-Based Bloodmeal Analysis of Aedes aegypti and Culex quinquefasciatus (Diptera: Culicidae) in St. George Parish, Grenada",Grenada,St Geroge Parish,Cx. pipiens complex,Cx_quinquefasciatus,12.023,-61.746,DNA,44,12,5,0,2,0,23,2,0,0,0,47,26,1991,62,41,26,1991,62,41,58,0.00591541,0.661342798,0.023365868,0.02425318,0.273883466,0,0.001478962,0.165347926,0.005841899,0.009982992,0.178658582,0,Neotropical,-181,4522,0,3278.997135,91520.81562,323.4607433,7.577525158,2984.142381,1068.698332,5372.948219,0,3278.997135,91520.81562,323.4607433,7.577525158,2984.142381,1068.698332,5372.948219,495.8925476,495.8925476,8357.0906,3278.997135,11636.08774,91844.27636,12712.36359,8357.0906,3278.997135,11636.08774,91844.27636,12712.36359,1.084703795,0.644993566,0.179868028,0.685824683
P_98,S_186,E_123,townzen_2008_identification_of_mosquito,Identification of mosquito bloodmeals using mitochondrial cytochrome oxidase subunit I and cytochrome b gene sequences,USA,Corvallis,Cx. pipiens complex,Cx_pipiens_sl,44.572,-123.278,DNA,26,0,0,0,2,0,24,0,0,0,0,48,11,1160,12,68,11,1160,12,68,73,0.008043478,0.009347826,0.092391304,0.012826087,0.008913043,0.007608696,0.002003682,0.002328604,0.023015271,0.021986353,0.014459006,0.021661432,Nearctic,6259,1973,53.16101124,1020.539718,1093.426132,35.96414122,524.6903644,25.74267024,71.61391822,170.7905108,53.16101124,1020.539718,1093.426132,35.96414122,524.6903644,25.74267024,71.61391822,170.7905108,4585.082031,4585.082031,196.533181,1073.700729,1270.23391,1129.390273,1866.538193,196.533181,1073.700729,1270.23391,1129.390273,1866.538193,-0.305449012,-0.104458337,0.060423835,-0.486623043
P_30,S_61,E_184,garcia-rejon_2010_host-feeding_preference_of,"Host-Feeding Preference of the Mosquito, Culex quinquefasciatus, in Yucatan State, Mexico",Mexico,Merida,Cx. pipiens complex,Cx_quinquefasciatus,20.97,-89.62,DNA,240,16,24,3,0,0,197,0,0,0,0,49,25.8,990,18,70,25.8,990,18,70,12,0.091911765,0.000565611,0.586821267,0.09530543,0.189196833,0,0.022977941,0.000141403,0.146705317,0.038744344,0.642392534,0,Panamanian,4603,2017,0,340.2886834,212063.2167,15.03567291,22.55370268,194.3609605,6399.085002,821.5332909,0,340.2886834,212063.2167,15.03567291,22.55370268,194.3609605,6399.085002,821.5332909,1120.470093,1120.470093,1015.894251,340.2886834,1356.182935,212078.2524,7777.821639,1015.894251,340.2886834,1356.182935,212078.2524,7777.821639,-0.203717612,-0.407968853,-0.455945497,0.060259543
P_43,S_81,E_207,hernández-triana_2021_an_integrated_molecular,An Integrated Molecular Approach to Untangling Host–Vector–Pathogen Interactions in Mosquitoes (Diptera: Culicidae) From Sylvan Communities in Mexico,Mexico,Tenejapa,Cx. pipiens complex,Cx_quinquefasciatus,16.818,-92.508,DNA,70,0,0,1,2,65,2,0,0,0,0,50,13.8,1201,20,72,13.8,1201,20,72,2206,0.017056953,0,0.001445504,0.003758312,0.874530211,0.102052616,0.004274433,0,0.00036224,0.010722307,0.828805332,0.118597406,Panamanian,7107,1303,0,584.7541202,29310.92229,1336.073599,243.3406779,138.2791235,470.7332469,8494.057886,0,584.7541202,29310.92229,1336.073599,243.3406779,138.2791235,470.7332469,8494.057886,1680.730835,1680.730835,8632.33701,584.7541202,9217.09113,30646.99589,9931.165055,8632.33701,584.7541202,9217.09113,30646.99589,9931.165055,-0.785052025,0.856314965,0.167307267,0.195460998
