"","Study_ID","Site_ID","Exp_ID","Study_Code","Study_title","Country","Site","Vector","Vector_subtype","Lat","Long","Method_screen","Indoors_Outside","n_total","n_human","n_mammPet","n_mammFarmed","n_mammWild","n_birdDomest","n_birdWild","n_others","n_birdZoo","n_mammZoo","n_unidentified","bio1_b10","bio12_b10","bio14_b10","bio15_b10","bio1_b20","bio12_b20","bio14_b20","bio15_b20","elevation","cropland_b10","water_b10","urban_b10","grassland_b10","treecover_b10","shrubland_b10","cropland_b20","water_b20","urban_b20","grassland_b20","treecover_b20","shrubland_b20","realm","NDVI.mean","NDVI.SD","glw3_buffalo_b10","glw3_cattle_b10","glw3_chicken_b10","glw3_duck_b10","glw3_horse_b10","glw3_goat_b10","glw3_pig_b10","glw3_sheep_b10","glw3_buffalo_b20","glw3_cattle_b20","glw3_chicken_b20","glw3_duck_b20","glw3_horse_b20","glw3_goat_b20","glw3_pig_b20","glw3_sheep_b20","glw3_sheep.goat_b10","glw3_cattle2_b10","glw3_ruminant_b10","glw3_poultry_b10","glw3_livestock_b10","glw3_sheep.goat_b20","glw3_cattle2_b20","glw3_ruminant_b20","glw3_poultry_b20","glw3_livestock_b20","gpw4_human_b10","gpw4_human_b20","landcov_PC1","landcov_PC2","farmed_PC1","farmed_PC2"
"25","P_1","S_29","E_29","asigau_2019_assessing_the_blood","Assessing the blood meal hosts of Culex quinquefasciatus and Aedes taeniorhynchus in Isla Santa Cruz, Galápagos","Galápagos","Santa Cruz Island","Cx. pipiens complex","Cx_quinquefasciatus",-0.652,-90.406,"DNA","Outside",69,68,0,0,0,0,1,0,0,0,6,22.3,679,35,34,22.3,679,35,34,497,0.0329703569267998,0,0.000907441016333938,0.127041742286751,0.359951603145795,0.285238959467635,0.00823822840299297,0,0.000226740231275036,0.156753079888141,0.150555513566624,0.103015645075958,"Neotropical",4958,2511,0,763.303287210603,0,0,0,0,0,0,0,763.303287210603,0,0,0,0,0,0,0,763.303287210603,763.303287210603,0,763.303287210603,0,763.303287210603,763.303287210603,0,763.303287210603,1.50616335868835,1.50616335868835,0.378502447236886,-0.291017357026569,-0.0474336402807242,-0.192986574940401
"26","P_1","S_30","E_30","baak-baak_2018_Human_blood_as","Human_blood_as_the_only_source_of_Aedes_aegypti_in_churches_from_Merida,_Yucatan,_Mexico","Mexico","Merida_city","Ae. aegypti",NA,20.9496666666667,-89.618,"DNA","Indoors",224,224,0,0,0,0,0,0,0,0,0,25.8,990,18,70,25.8,990,18,70,11,0.099320882852292,0.000565930956423316,0.556876061120543,0.0747028862478778,0.239105829088851,0,0.0247986434930055,0.000141302811925957,0.139041966935142,0.0389289246856012,0.643563656916773,0,"Panamanian",4760,2090,0,340.288683415665,212063.216679053,15.0356729083995,22.5537026757551,194.360960528978,6399.08500189503,821.533290850559,0,340.288683415665,212063.216679053,15.0356729083995,22.5537026757551,194.360960528978,6399.08500189503,821.533290850559,1015.89425137954,340.288683415665,1356.1829347952,212078.252351961,7777.82163936598,1015.89425137954,340.288683415665,1356.1829347952,212078.252351961,7777.82163936598,7269.67626953125,7269.67626953125,0.159983736382192,0.340632720449793,-0.33024549983424,0.204030378325713
"27","P_1","S_31","E_31","barrera_2012_vertebrate_hosts_of","Vertebrate Hosts of <i>Aedes aegypti</i> and <i>Aedes mediovittatus</i> (Diptera: Culicidae) in Rural Puerto Rico","Puerto Rico","Recio","Ae. aegypti",NA,17.973,-65.959,"DNA","Outside",365,303,60,2,0,0,0,0,0,0,0,25.4,1572,48,44,25.4,1572,48,44,59,0.0509792626728111,0.535714285714286,0.0305299539170507,0.00403225806451613,0.368375576036866,0,0.0127383951061533,0.133861101115509,0.00762864339690536,0.005181720043181,0.356315221302627,0,"Panamanian",2004,5407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1254.43383789062,1254.43383789062,-0.886047016023092,-0.915717987210605,1.74920384962388e-19,3.42406239645597e-18
"28","P_1","S_32","E_32","barrera_2012_vertebrate_hosts_of","Vertebrate Hosts of <i>Aedes aegypti</i> and <i>Aedes mediovittatus</i> (Diptera: Culicidae) in Rural Puerto Rico","Puerto Rico","Providencia","Ae. aegypti",NA,17.996,-66.009,"DNA","Outside",130,104,25,0,0,1,0,0,0,0,0,26.3,1324,32,49,26.3,1324,32,49,18,0.059568345323741,0.327194244604317,0.0477697841726619,0.00748201438848921,0.549352517985611,0,0.0148995897214425,0.0818397754264738,0.0119484632548766,0.0123803354207155,0.463326855250846,0,"Panamanian",3717,5225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.356521606445,240.356521606445,-0.487336558985825,-1.01186484096851,1.74920384962388e-19,3.42406239645597e-18
"29","P_1","S_33","E_33","bogale_2020_relative_contributions_of","Relative contributions of various endogenous and exogenous factors to the mosquito microbiota","Guinea","Kissidougou","An. gambiae",NA,9.195,-10.101,"DNA","Outside",20,19,0,1,0,0,0,0,0,0,0,25,2051,9,72,25,2051,9,72,526,0.0884109916367981,0,0.0546594982078853,0,0.830346475507766,0.026284348864994,0.0220879038877696,0,0.0136556973360197,0,0.90246996492799,0.00970076859935826,"Afrotropical",5901,1609,0,717.291210172196,23508.7784996211,323.128757887029,1.61762963927189,3240.28145870456,187.42216811264,1677.87602203595,0,717.291210172196,23508.7784996211,323.128757887029,1.61762963927189,3240.28145870456,187.42216811264,1677.87602203595,4918.1574807405,717.291210172196,5635.4486909127,23831.9072575081,5824.48848866461,4918.1574807405,717.291210172196,5635.4486909127,23831.9072575081,5824.48848866461,474.162841796875,474.162841796875,0.553825008957263,-0.772987076204884,0.292148161358455,0.14873172678161
"30","P_1","S_34","E_34","bogale_2020_relative_contributions_of","Relative contributions of various endogenous and exogenous factors to the mosquito microbiota","Guinea","Kankan","An. gambiae",NA,10.378,-9.303,"DNA","Outside",44,33,0,11,0,0,0,0,0,0,0,25.9,1532,1,94,25.9,1532,1,94,385,0.113886410942611,0.00356824264049955,0.0472792149866191,0,0.488551888195064,0.346119536128457,0.0284673702987959,0.000891928051137208,0.011818046677568,0,0.701798721569793,0.245280214062732,"Afrotropical",4948,1536,0,3175.17436123434,36755.1629795558,174.549289868516,0.512507271000501,3257.91675660919,208.623278647248,1963.8825047489,0,3175.17436123434,36755.1629795558,174.549289868516,0.512507271000501,3257.91675660919,208.623278647248,1963.8825047489,5221.79926135809,3175.17436123434,8396.97362259243,36929.7122694243,8606.10940851067,5221.79926135809,3175.17436123434,8396.97362259243,36929.7122694243,8606.10940851067,25.0186386108398,25.0186386108398,0.53225501256067,-0.425134666592479,0.369290996630874,0.239919551633985
"31","P_1","S_35","E_35","bogale_2020_relative_contributions_of","Relative contributions of various endogenous and exogenous factors to the mosquito microbiota","Guinea","Faranah","An. gambiae",NA,10.04,-10.745,"DNA","Outside",9,8,0,1,0,0,0,0,0,0,0,25.3,1463,0,92,25.3,1463,0,92,444,0.033969010727056,0,0.00744934445768772,0,0.870977353992849,0.0852205005959476,0.00849162011173184,0,0.00186219739292365,0,0.953147113594041,0.0273370577281192,"Afrotropical",5620,1611,0,1066.35279146789,28768.6676305607,230.906502006885,0.949969496190675,2806.88381163331,151.684375879648,1315.53772043899,0,1066.35279146789,28768.6676305607,230.906502006885,0.949969496190675,2806.88381163331,151.684375879648,1315.53772043899,4122.4215320723,1066.35279146789,5188.77432354019,28999.5741325675,5341.40866891602,4122.4215320723,1066.35279146789,5188.77432354019,28999.5741325675,5341.40866891602,181.677032470703,181.677032470703,0.553867642556251,-0.840888069670457,0.244483879260481,0.116876654057861
"32","P_1","S_36","E_36","bogale_2020_relative_contributions_of","Relative contributions of various endogenous and exogenous factors to the mosquito microbiota","Guinea","Dabola","An. gambiae",NA,10.726,-11.108,"DNA","Outside",21,20,0,1,0,0,0,0,0,0,0,25.4,1436,1,96,25.4,1436,1,96,429,0.251931075460487,0,0,0,0.676470588235294,0.0715983363042187,0.063001485884101,0,0,0,0.782392273402675,0.0440564635958395,"Afrotropical",5525,1714,0,1304.23938388723,15617.4560225472,238.463308215743,1.49854981705255,2616.6681519106,96.9171156856615,1108.94538637047,0,1304.23938388723,15617.4560225472,238.463308215743,1.49854981705255,2616.6681519106,96.9171156856615,1108.94538637047,3725.61353828107,1304.23938388723,5029.85292216831,15855.9193307629,5128.26858767102,3725.61353828107,1304.23938388723,5029.85292216831,15855.9193307629,5128.26858767102,152.800384521484,152.800384521484,0.552406660325157,-0.708494180138111,0.239047811831779,0.0846224860470406
"33","P_1","S_38","E_38","bogale_2020_relative_contributions_of","Relative contributions of various endogenous and exogenous factors to the mosquito microbiota","Guinea","Mamou","An. gambiae",NA,10.356,-12.078,"DNA","Outside",16,15,0,1,0,0,0,0,0,0,0,23.8,1862,3,91,23.8,1862,3,91,738,0.0508323424494649,0,0.0187277051129608,0,0.871878715814506,0.0582639714625446,0.0127118644067797,0,0.00468331846565566,0,0.88693131132917,0.0425215581326197,"Afrotropical",6270,1456,0,1062.10620924458,15014.3062950436,30.707814101731,2.03229656968503,1561.18991609981,66.2982809464034,1278.71098662625,0,1062.10620924458,15014.3062950436,30.707814101731,2.03229656968503,1561.18991609981,66.2982809464034,1278.71098662625,2839.90090272606,1062.10620924458,3902.00711197064,15045.0141091453,3970.33768948673,2839.90090272606,1062.10620924458,3902.00711197064,15045.0141091453,3970.33768948673,442.349334716797,442.349334716797,0.62583943803213,-0.834377199949727,0.142314033076068,-0.00206934895334152
"34","P_1","S_39","E_39","bogale_2020_relative_contributions_of","Relative contributions of various endogenous and exogenous factors to the mosquito microbiota","Mali","Bandiagara","An. gambiae",NA,14.351,-3.608,"DNA","Outside",29,29,0,0,0,0,0,0,0,0,0,26.6,511,0,133,26.6,511,0,133,392,0.174486803519062,0,0,0.778885630498534,0.000293255131964809,0.00293255131964809,0.0436025208852411,0,0,0.639308222189653,0.00124578631100689,0.00608236845962187,"Afrotropical",2379,922,0,2610.27180514862,11752.8490972726,26.9129497284664,44.8813217970803,5649.71254370029,13.1511172086143,2842.54656176534,0,2610.27180514862,11752.8490972726,26.9129497284664,44.8813217970803,5649.71254370029,13.1511172086143,2842.54656176534,8492.25910546562,2610.27180514862,11102.5309106142,11779.7620470011,11160.5633496199,8492.25910546562,2610.27180514862,11102.5309106142,11779.7620470011,11160.5633496199,333.197143554688,333.197143554688,0.46489532318923,0.998674734471216,0.625151225899598,0.381611144742167
"35","P_1","S_41","E_41","Burkett-Cadena_2014_Innate_preference_or","Innate preference or opportunism: mosquitoes feeding on birds of prey at the Southeastern Raptor Center","USA","Southeastern Raptor Center, Auburn University","Cx. pipiens complex","Cx_quinquefasciatus",32.598,-85.512,"DNA",NA,66,23,0,0,8,0,19,16,16,0,0,17.1,1418,72,22,17.1,1418,72,22,204,0.0319529652351738,0.0028118609406953,0.0825664621676892,0.259713701431493,0.21140081799591,0.00766871165644172,0.00798875183741292,0.000703010161692337,0.020642934747875,0.194669904774078,0.248737777209689,0.0163609637630217,"Nearctic",6503,1531,0,194.194996382749,129.903533869059,1.6821104465183,95.9819498357517,54.0943998335958,0.578206023265787,13.0893257387322,0,194.194996382749,129.903533869059,1.6821104465183,95.9819498357517,54.0943998335958,0.578206023265787,13.0893257387322,67.183725572328,194.194996382749,261.378721955077,131.585644315577,357.938877814095,67.183725572328,194.194996382749,261.378721955077,131.585644315577,357.938877814095,164.407745361328,164.407745361328,0.528618809317828,0.174586029711897,-0.0897466311611868,-0.257826375703219
"36","P_1","S_42","E_42","carrasquilla_2023_pathogens_reservoirs_and","Pathogens, reservoirs, and vectors involved in the transmission of vector-borne and zoonotic diseases in a Colombian region","Colombia","La Mesa, San Joaquin","Ae. aegypti",NA,4.6345,-74.4915,"DNA",NA,25,25,0,0,0,0,0,0,0,0,1,20.6,1360,49,41,20.6,1360,49,41,945,0.031052155562255,0,0.00482363581549593,0.00572806753090142,0.502864033765451,0.453723243895086,0.00775485619635597,0,0.00120463785574462,0.00835717512422828,0.598177985243186,0.332480048185514,"Panamanian",6162,1958,9.61760000241183,3939.97102495147,179575.027717573,104.48386111334,351.669010460124,68.8942043774366,2402.5366276179,103.849924826329,9.61760000241183,3939.97102495147,179575.027717573,104.48386111334,351.669010460124,68.8942043774366,2402.5366276179,103.849924826329,172.744129203766,3949.58862495389,4122.33275415765,179679.511578686,6876.53839223568,172.744129203766,3949.58862495389,4122.33275415765,179679.511578686,6876.53839223568,208.691375732422,208.691375732422,0.619356150806607,-0.548853306596406,-0.265784049449555,-0.0435624863437713
"37","P_1","S_43","E_43","chepkorir_2018_the_occurrence_diversity","The occurrence, diversity and blood feeding patterns of potential vectors of dengue and yellow fever in Kacheliba, West Pokot County, Kenya","Kenya","Kacheliba","Ae. aegypti",NA,1.726,34.951,"DNA","Outside",68,3,0,9,55,0,0,1,0,0,0,21.8,881,19,50,21.8,881,19,50,1237,0.0151011778918756,0,0,0.00453035336756267,0.0027182120205376,0.958320749018423,0.00377871825876663,0,0,0.00672611850060459,0.0380894800483676,0.904700725513906,"Afrotropical",5047,1015,0,22414.6753713587,5501.7363640913,37.0586846273822,18.6512602811131,17017.8048989441,6305.26924403933,23.2269910712713,0,22414.6753713587,5501.7363640913,37.0586846273822,18.6512602811131,17017.8048989441,6305.26924403933,23.2269910712713,17041.0318900154,22414.6753713587,39455.707261374,5538.79504871868,45779.6277656945,17041.0318900154,22414.6753713587,39455.707261374,5538.79504871868,45779.6277656945,44.1543083190918,44.1543083190918,0.724849653888693,0.0713126647641745,2.08985595361741,1.83448240369345
"38","P_1","S_44","E_47","de_2014_blood_meal_sources","Blood meal sources of mosquitoes captured in municipal parks in São Paulo, Brazil","Brazil","São Paulo","Cx. pipiens complex","Cx_quinquefasciatus",-23.587,-46.703,"DNA","Outside",85,60,18,0,3,0,0,4,0,0,0,18.4,1432,39,56,18.4,1432,39,56,746,0.000555555555555556,0.00138888888888889,0.973333333333333,0,0.00666666666666667,0.0141666666666667,0.000138821406260845,0.000347053515652114,0.243215103769001,0,0.112375928368154,0.05747206219199,"Neotropical",2776,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.08679199219,1449.08679199219,-0.0970183364799022,1.07257567541109,-0.0708907524229942,-0.213171361595841
"39","P_1","S_45","E_48","dennett_2007_associations_between_two","Associations_between_two_mosquito_populations_and_West_Nile_virus_in_Harris_County,_Texas,_2003-06","USA","Harris_County’s_Interstate_Highway_610,_Texas_","Cx. pipiens complex","Cx_quinquefasciatus",29.799,-95.311,"DNA","Outside",53,5,16,0,1,3,28,0,0,0,0,20.5,1208,69,20,20.5,1208,69,20,19,0.0318421052631579,0.00263157894736842,0.857631578947368,0.0418421052631579,0.00815789473684211,0.000263157894736842,0.00796314577163541,0.000658111220796315,0.214478446857519,0.0680487002303389,0.0145442579795986,0.000855544587035209,"Nearctic",4079,1572,594.421728172231,385.977688446365,46.609408201172,15.2426228551989,267.175542084462,58.5021877159468,10.2520968685263,28.4468802254608,594.421728172231,385.977688446365,46.609408201172,15.2426228551989,267.175542084462,58.5021877159468,10.2520968685263,28.4468802254608,86.9490679414076,980.399416618596,1067.34848456,61.8520310563708,1344.77612351299,86.9490679414076,980.399416618596,1067.34848456,61.8520310563708,1344.77612351299,2106.20239257812,2106.20239257812,0.0119370263948832,0.916840072456134,-0.240602228241437,-0.537865019012209
"40","P_1","S_45","E_49","dennett_2007_associations_between_two","Associations_between_two_mosquito_populations_and_West_Nile_virus_in_Harris_County,_Texas,_2003-06","USA","Harris_County’s_Interstate_Highway_610,_Texas_","Ae. albopictus",NA,29.799,-95.311,"DNA","Outside",9,4,2,1,2,0,0,0,0,0,0,20.5,1208,69,20,20.5,1208,69,20,19,0.0318421052631579,0.00263157894736842,0.857631578947368,0.0418421052631579,0.00815789473684211,0.000263157894736842,0.00796314577163541,0.000658111220796315,0.214478446857519,0.0680487002303389,0.0145442579795986,0.000855544587035209,"Nearctic",4079,1572,594.421728172231,385.977688446365,46.609408201172,15.2426228551989,267.175542084462,58.5021877159468,10.2520968685263,28.4468802254608,594.421728172231,385.977688446365,46.609408201172,15.2426228551989,267.175542084462,58.5021877159468,10.2520968685263,28.4468802254608,86.9490679414076,980.399416618596,1067.34848456,61.8520310563708,1344.77612351299,86.9490679414076,980.399416618596,1067.34848456,61.8520310563708,1344.77612351299,2106.20239257812,2106.20239257812,0.0119370263948832,0.916840072456134,-0.240602228241437,-0.537865019012209
"41","P_1","S_46","E_51","diallo_2013_bloodfeeding_patterns_of","Bloodfeeding_patterns_of_sylvatic_arbovirus_vectors_in_southeastern_Senegal","Senegal","Kédougou","An. funestus",NA,12.55,-12.183,"DNA","Outside",7,0,0,6,0,0,1,0,0,0,0,28.3,1202,0,118,28.3,1202,0,118,126,0.0634592680047226,0,0.00826446280991736,0,0.416765053128689,0.511511216056671,0.0158777047485415,0,0.0020677941067868,0,0.476331142456244,0.493316594047707,"Afrotropical",4791,1882,0,1053.26991576459,5286.62603038592,277.708265963109,48.1932447630374,1144.50925175428,44.5979704940374,654.369609443835,0,1053.26991576459,5286.62603038592,277.708265963109,48.1932447630374,1144.50925175428,44.5979704940374,654.369609443835,1798.87886119812,1053.26991576459,2852.1487769627,5564.33429634903,2944.93999221978,1798.87886119812,1053.26991576459,2852.1487769627,5564.33429634903,2944.93999221978,10.0711078643799,10.0711078643799,0.516242220974476,-0.424444969634955,0.0712588481038861,-0.0916999783379058
"42","P_1","S_47","E_52","egizi_2013_rapid_blood_meal","Rapid blood meal scoring in anthropophilic Aedes albopictus and application of PCR blocking to avoid pseudogenes","USA","Monmouth_County","Ae. albopictus",NA,40.543,-74.1838,"DNA","Outside",85,55,20,0,10,0,0,0,0,0,0,11.6,1189,79,11,11.6,1189,79,11,16,0.00115420129270545,0.420129270544783,0.433056325023084,0.00946445060018467,0.0221606648199446,0.00323176361957525,0.000288783643294444,0.105117246159178,0.108351622964075,0.0124176966616611,0.0495552731893266,0.00277232297562666,"Nearctic",1152,3846,0,12.8094336113397,26.5672889690696,81.392173271296,29.4539920128499,6.58047130854763,4.63921817216176,3.07477859850424,0,12.8094336113397,26.5672889690696,81.392173271296,29.4539920128499,6.58047130854763,4.63921817216176,3.07477859850424,9.65524990705187,12.8094336113397,22.4646835183915,107.959462240366,56.5578937034032,9.65524990705187,12.8094336113397,22.4646835183915,107.959462240366,56.5578937034032,3362.9912109375,3362.9912109375,-0.839225834833919,0.0998117616271754,-0.0798286731059326,-0.228114910247283
"43","P_1","S_48","E_53","estep_2011_a_multi-year_study","A Multi-Year Study of Mosquito Feeding Patterns on Avian Hosts in a Southeastern Focus of Eastern Equine Encephalitis Virus","USA","Tuskegee National Forest","Cx. pipiens complex","Cx_quinquefasciatus",32.486,-85.595,"DNA","Outside",9,0,0,0,0,1,8,0,0,0,0,17.5,1369,68,22,17.5,1369,68,22,128,0.0154122784484973,0,0.00436681222707424,0.159260210634472,0.195735936295916,0.0197790906755715,0.00383877159309021,0,0.00108765195137556,0.162444017914267,0.249008317338452,0.0154830454254639,"Nearctic",6777,1251,0,280.310576427165,0.0172117988832637,9.6899616181735,47.1819872482601,37.0838043320515,1.10183789876037,3.99244331722715,0,280.310576427165,0.0172117988832637,9.6899616181735,47.1819872482601,37.0838043320515,1.10183789876037,3.99244331722715,41.0762476492786,280.310576427165,321.386824076444,9.70717341705676,369.670649223465,41.0762476492786,280.310576427165,321.386824076444,9.70717341705676,369.670649223465,0.00526187289506197,0.00526187289506197,0.561127329206669,0.0567742856144166,-0.0736220881653049,-0.229473886869565
"44","P_1","S_49","E_54","estrada-franco_2020_vertebrate-aedes_aegypti_and","Vertebrate-Aedes aegypti and Culex quinquefasciatus (Diptera)-arbovirus transmission networks: Non-human feeding revealed by meta-barcoding and next-generation sequencing","Mexico","Reynosa","Cx. pipiens complex","Cx_quinquefasciatus",26.087,-98.284,"DNA","Outside",455,16,312,7,16,39,64,1,0,0,87,23.3,535,12,52,23.3,535,12,52,35,0.102501359434475,0.0130505709624796,0.361065796628602,0.00978792822185971,0.000543773790103317,0.0769439912996194,0.0256462585034014,0.00326530612244898,0.0903401360544218,0.0178231292517007,0.00163265306122449,0.141428571428571,"Nearctic",3703,1619,0,489.633910331137,789.678270109971,0.893709288445991,81.7299249064792,125.489893548998,1637.42785683809,233.441405079318,0,489.633910331137,789.678270109971,0.893709288445991,81.7299249064792,125.489893548998,1637.42785683809,233.441405079318,358.931298628316,489.633910331137,848.565208959453,790.571979398417,2567.72299070402,358.931298628316,489.633910331137,848.565208959453,790.571979398417,2567.72299070402,4538.0576171875,4538.0576171875,0.0982376623562905,0.437111151465163,-0.0897283392534704,-0.194860923885624
"45","P_1","S_49","E_55","estrada-franco_2020_vertebrate-aedes_aegypti_and","Vertebrate-Aedes aegypti and Culex quinquefasciatus (Diptera)-arbovirus transmission networks: Non-human feeding revealed by meta-barcoding and next-generation sequencing","Mexico","Reynosa","Ae. aegypti",NA,26.087,-98.284,"DNA","Outside",183,57,120,3,0,1,1,1,0,0,25,23.3,535,12,52,23.3,535,12,52,35,0.102501359434475,0.0130505709624796,0.361065796628602,0.00978792822185971,0.000543773790103317,0.0769439912996194,0.0256462585034014,0.00326530612244898,0.0903401360544218,0.0178231292517007,0.00163265306122449,0.141428571428571,"Nearctic",3703,1619,0,489.633910331137,789.678270109971,0.893709288445991,81.7299249064792,125.489893548998,1637.42785683809,233.441405079318,0,489.633910331137,789.678270109971,0.893709288445991,81.7299249064792,125.489893548998,1637.42785683809,233.441405079318,358.931298628316,489.633910331137,848.565208959453,790.571979398417,2567.72299070402,358.931298628316,489.633910331137,848.565208959453,790.571979398417,2567.72299070402,4538.0576171875,4538.0576171875,0.0982376623562905,0.437111151465163,-0.0897283392534704,-0.194860923885624
"46","P_1","S_11","E_57","faraji_2014_comparative_host_feeding","Comparative_Host_Feeding_Patterns_of_the_Asian_Tiger_Mosquito,_Aedes_albopictus,_in_Urban_and_Suburban_Northeastern_USA_and_Implications_for_Disease_Transmission","USA","Mercer_County,_New_Jersey","Ae. albopictus",NA,40.217,-74.733,"DNA","Outside",90,41,42,0,7,0,0,0,0,0,0,11.5,1142,74,14,11.5,1142,74,14,19,0.00441449814126394,0.0608736059479554,0.490009293680297,0.0773698884758364,0.200046468401487,0.000697026022304833,0.00110253583241455,0.0152033888469796,0.122381477398015,0.128706551383973,0.369175419253757,0.000406197411942204,"Nearctic",5213,2030,0,43.8691182593443,178.588678168694,34.6737691211599,119.235387855435,11.804922733744,80.373158693194,54.8679580677189,0,43.8691182593443,178.588678168694,34.6737691211599,119.235387855435,11.804922733744,80.373158693194,54.8679580677189,66.6728808014629,43.8691182593443,110.541999060807,213.262447289854,310.150545609436,66.6728808014629,43.8691182593443,110.541999060807,213.262447289854,310.150545609436,6289.5869140625,6289.5869140625,0.12979797092863,0.315264964372591,-0.10569366771086,-0.274957870121444
"47","P_1","S_10","E_58","faraji_2014_comparative_host_feeding","Comparative_Host_Feeding_Patterns_of_the_Asian_Tiger_Mosquito,_Aedes_albopictus,_in_Urban_and_Suburban_Northeastern_USA_and_Implications_for_Disease_Transmission","USA","Monmouth_County,_New_Jersey","Ae. albopictus",NA,40.733,-74.283,"DNA","Outside",84,55,20,0,9,0,0,0,0,0,0,11.1,1224,80,10,11.1,1224,80,10,73,0.000230627306273063,0.0080719557195572,0.625461254612546,0.0456642066420664,0.172970479704797,0.00392066420664207,5.75904169546187e-05,0.00201566459341166,0.156185210780926,0.0444022114720111,0.158834369960839,0.00535590877677954,"Nearctic",4183,2752,0,130.544037899571,855.955719565473,66.2228857819224,528.446700099089,32.6082151507595,60.2537824534526,35.9520235473688,0,130.544037899571,855.955719565473,66.2228857819224,528.446700099089,32.6082151507595,60.2537824534526,35.9520235473688,68.5602386981283,130.544037899571,199.1042765977,922.178605347395,787.804759150241,68.5602386981283,130.544037899571,199.1042765977,922.178605347395,787.804759150241,1342.47290039062,1342.47290039062,-0.0625882640797347,0.401965891419951,-0.231395224797637,-0.503943820048633
"48","P_1","S_51","E_59","fikrig_2022_the_effects_of","The Effects of Host Availability and Fitness on Aedes albopictus Blood Feeding Patterns in New York","USA","long island","Ae. albopictus",NA,40.852,-73.099,"DNA","Outside",90,29,27,18,16,0,0,0,0,0,0,10.9,1159,85,8,10.9,1159,85,8,39,0.000459981600735971,0.0220791168353266,0.800367985280589,0.00413983440662373,0.0740570377184913,0.00666973321067157,0.000114995400183993,0.00551977920883165,0.200091996320147,0.00638224471021159,0.0519204231830727,0.00344986200551978,"Nearctic",4730,2951,52.4325526019222,0.00029669223486653,3259.37706660521,7836.49813190122,288.021172744568,8.40648280365695,53.3663592229933,0.347008768083542,52.4325526019222,0.00029669223486653,3259.37706660521,7836.49813190122,288.021172744568,8.40648280365695,53.3663592229933,0.347008768083542,8.75349157174049,52.4328492941571,61.1863408658976,11095.8751985064,402.573872833459,8.75349157174049,52.4328492941571,61.1863408658976,11095.8751985064,402.573872833459,1884.92895507812,1884.92895507812,-0.126152853697735,0.568693923732134,-0.239422286079793,-0.316865270346223
"49","P_1","S_52","E_60","fitzpatrick_2019_pcr-based_bloodmeal_analysis","PCR-Based Bloodmeal Analysis of Aedes aegypti and Culex quinquefasciatus (Diptera: Culicidae) in St. George Parish, Grenada","Grenada","St Geroge Parish","Ae. aegypti",NA,12.023,-61.746,"DNA","Outside",32,22,3,0,6,0,1,0,0,0,0,26,1991,62,41,26,1991,62,41,58,0.00591540964211772,0.661342797988761,0.023365868086365,0.0242531795326826,0.27388346643005,0,0.00147896176883828,0.165347925756119,0.00584189898691119,0.00998299193965836,0.178658581675664,0,"Neotropical",-181,4522,0,3278.99713487948,91520.8156208103,323.460743282183,7.57752515784632,2984.14238058965,1068.69833247768,5372.94821880236,0,3278.99713487948,91520.8156208103,323.460743282183,7.57752515784632,2984.14238058965,1068.69833247768,5372.94821880236,8357.09059939201,3278.99713487948,11636.0877342715,91844.2763640924,12712.363591907,8357.09059939201,3278.99713487948,11636.0877342715,91844.2763640924,12712.363591907,495.892547607422,495.892547607422,-1.09843025535767,-0.68020388826575,0.411952492101679,0.414767918988979
"50","P_1","S_52","E_61","fitzpatrick_2019_pcr-based_bloodmeal_analysis","PCR-Based Bloodmeal Analysis of Aedes aegypti and Culex quinquefasciatus (Diptera: Culicidae) in St. George Parish, Grenada","Grenada","St Geroge Parish","Cx. pipiens complex","Cx_quinquefasciatus",12.023,-61.746,"DNA","Outside",44,12,5,0,2,0,23,2,0,0,0,26,1991,62,41,26,1991,62,41,58,0.00591540964211772,0.661342797988761,0.023365868086365,0.0242531795326826,0.27388346643005,0,0.00147896176883828,0.165347925756119,0.00584189898691119,0.00998299193965836,0.178658581675664,0,"Neotropical",-181,4522,0,3278.99713487948,91520.8156208103,323.460743282183,7.57752515784632,2984.14238058965,1068.69833247768,5372.94821880236,0,3278.99713487948,91520.8156208103,323.460743282183,7.57752515784632,2984.14238058965,1068.69833247768,5372.94821880236,8357.09059939201,3278.99713487948,11636.0877342715,91844.2763640924,12712.363591907,8357.09059939201,3278.99713487948,11636.0877342715,91844.2763640924,12712.363591907,495.892547607422,495.892547607422,-1.09843025535767,-0.68020388826575,0.411952492101679,0.414767918988979
